Survey ID,Product Name,Print Customer Region,LTR,Source Type,Survey language,Review Source,Star Rating,Product Family,Supplies Family,Printer Family,Model Name,Combined Text,Ink Supply Type,token_count,Response Date,Month of Response Date,predicted_level1,TextBlob_Sentiment,TextBlob_NaiveBayes_Sentiment,NLTK_Vader_Sentiment,Sentiment_Label_TB,Sentiment_Label_TB_NB,Sentiment_Label_VADER,True_Label,Predicted_Label_NB
380112537,HP OfficeJet Pro 9025e All-in-One Printer,US,9,HPS Surveys,English,,,Supplies - Ink,Magnus,Manhattan Yeti,HP OfficeJet Pro 9025e All-in-One Printer,"We have been using HP printers for decades now, and the 9025E has been the best for our needs, balancing a reliable color and black and white printer with great quality.",IIC,31,16-04-24 7:34,01-04-24 0:00,"General satisfied, Print quality",0.408333333,pos,0.8519,Positive,Positive,Positive,Positive,Positive
388678158,HP 64 2-pack Black/Tri-color Original Ink Cartridges,US,10,Web Reviews,English,Staples,5,Supplies - Ink,Centaur,,HP 64 2-pack Black/Tri-color Original Ink Cartridges,This ink is perfect for greeting cards as well as everyday printing,IPH,12,25-04-24 8:00,01-04-24 0:00,Instant Ink related,0.4,pos,0.8126,Positive,Positive,Positive,Positive,Positive
379952401,DeskJet 2700 All-in-One Printer series,PL,8,HPS Surveys,Polish,,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 2710e All-in-One Printer,"The printer is missing an operating manual. Not every user has the time and inclination to look for instructions on the Internet. Unfortunately, the starter brochure does not contain all the topics related to the daily operation of the device. There are no clear, clear explanations about the ink supply, and the information contained in the brochure does not fully correspond to those contained in the manual.",IPH,67,12-04-24 7:03,01-04-24 0:00,Others,-0.108333333,pos,-0.1531,Negative,Positive,Negative,Positive,Positive
382204146,HP OfficeJet Pro 9120e Series,US,3,HPS Surveys,English,,,Supplies - Ink,Nocturne,Marconi Yeti,HP OfficeJet Pro 9125e All-in-One Printer,The first one I picked up had to be returned - one of the cartridges (the cyan) wouldn't stay in place but kept popping out.,IIC,25,22-04-24 12:51,01-04-24 0:00,Cartridge Problem,0.25,pos,0,Positive,Positive,Neutral,Negative,Negative
378914440,HP DeskJet Ink Advantage 2775 All-in-One Printer,CR,8,HPS Surveys,Spanish (Mexico),,,Supplies - Ink,Obelisk,Taccola,HP DeskJet Ink Advantage 2775 All-in-One Printer,"I feel that the price and quality ratio is more than good, the problem is that the ink it comes with says it is full but it does not print, I was only able to print a couple of sheets and it literally was like that, you have to buy replacement cartridges at once",IPH,54,13-04-24 14:13,01-04-24 0:00,Print quality,0.41,pos,0.5407,Positive,Positive,Positive,Positive,Positive
380916003,HP Smart Tank 7602 All-in-One,US,7,HPS Surveys,English,,,Supplies - Ink,Sayan,Sayan,HP Smart Tank 7602 All-in-One,Printing is not as fast as old printer; not sure ink will last for two years,CISS,16,19-04-24 16:19,01-04-24 0:00,Customer experience & expectation,0.0125,pos,-0.2411,Positive,Positive,Negative,Positive,Positive
376835935,HP DeskJet 2720 All-in-One Printer,US,0,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola,HP DeskJet 2720 All-in-One Printer,Not allowing compatible inks and overcharging for HPs,IPH,8,05-04-24 15:18,01-04-24 0:00,Cartridge Problem,0,neg,0,Neutral,Negative,Neutral,Negative,Negative
384207940,HP 64 2-pack Black/Tri-color Original Ink Cartridges,US,10,Web Reviews,English,Staples,5,Supplies - Ink,Centaur,,HP 64 2-pack Black/Tri-color Original Ink Cartridges,Delivery comes as promised.,IPH,4,02-04-24 8:00,01-04-24 0:00,Logistic Handling,0,pos,0.3612,Neutral,Positive,Positive,Positive,Positive
385180996,HP 67XL High Yield Black Original Ink Cartridge,US,2,Web Reviews,English,Amazon US,1,Supplies - Ink,Obelisk,,HP 67XL High Yield Black Original Ink Cartridge,This was a defective cartridge right out of the package. I purchased this back in January 2024 and just now tried to put it into my hp printer. The return date was passed. Next time I will wait to purchase when my new cartridge runs out.,IPH,46,19-04-24 1:00,01-04-24 0:00,"Cartridge Problem, Logistic Handling",0.105519481,pos,-0.4404,Positive,Positive,Negative,Negative,Negative
379023338,HP OfficeJet 8022e All-in-One Printer,US,0,HPS Surveys,English,,,Supplies - Ink,Cedella ,Malbec Yeti,HP OfficeJet 8022e All-in-One Printer,The printer is not working.   I don't use it very often but when I do try to print something out there are always connection issues or ink issues.  I cannot get it to work like when first purchased.   I don't recommend this printer.,IIC,43,11-04-24 19:27,01-04-24 0:00,"Cartridge Problem, Instant Ink related",0.225,pos,0.1494,Positive,Positive,Positive,Negative,Negative
376238685,HP OfficeJet Pro 8025e All-in-One Printer,US,0,HPS Surveys,English,,,Supplies - Ink,Cedella ,Malbec Yeti,HP OfficeJet Pro 8025e All-in-One Printer,It quite working after about a year. Then you kept charging for ink that I did not use and it was such a hassle to get you to stop charging me for it.,IIC,33,04-04-24 23:14,01-04-24 0:00,Others,0,neg,-0.296,Neutral,Negative,Negative,Negative,Negative
385210955,HP Smart Tank 724 All-in-One,BR,10,HPS Surveys,Portuguese (Brazil),,,Supplies - Ink,Sayan,Sayan,HP Smart Tank 724 All-in-One,"Fast printer, low printing cost and ink tank allows a large volume of prints before replacing the ink.",CISS,18,30-04-24 11:32,01-04-24 0:00,Cost,0.138095238,neg,-0.2732,Positive,Negative,Negative,Positive,Positive
388008164,HP 305 Tri-color Original Ink Cartridge,FR,10,Web Reviews,French,Amazon FR,5,Supplies - Ink,Obelisk,,HP 305 Tri-color Original Ink Cartridge,j'avais acheter du generique qui n'avait pas fonctionné,IPH,8,22-04-24 1:00,01-04-24 0:00,Others,0,pos,0,Neutral,Positive,Neutral,Positive,Positive
380882435,HP 62 2-pack Black Original Ink Cartridges,US,10,Web Reviews,English,Staples,5,Supplies - Ink,Minotaur,,HP 62 2-pack Black Original Ink Cartridges,Ink for my printer is excellent,IPH,6,08-04-24 8:00,01-04-24 0:00,General satisfied,1,pos,0.5719,Positive,Positive,Positive,Positive,Positive
376237625,HP OfficeJet Pro 6978 All-in-One Printer,US,0,HPS Surveys,English,,,Supplies - Ink,Makeda,Muscatel,HP OfficeJet Pro 6978 All-in-One Printer,"Too complicated to use for simple stuff. Requires registration. PC app forgets the printer often. Ink dries out if not printing for a month. Used to be a lot longer, I've had HP printers in the past going to the 1990's never an issue. Ink cost. Can't use generic cartridge or refill. Overall an awful experience. Never again.",IIC,58,01-04-24 9:15,01-04-24 0:00,Customer experience & expectation,-0.291666667,pos,-0.4588,Negative,Positive,Negative,Negative,Negative
378487245,HP Smart Tank 6001 All-in-One,US,7,HPS Surveys,English,,,Supplies - Ink,Sayan,Sayan,HP Smart Tank 6001e All-in-One,My printer frequently will not communicate with my computer.  I have to turn the printer off and restart it.  This happens sometimes once a week and sometimes 2 or 3 times a day.  And that is when it it plugged into the computer.  Most of the time it will not let me make copies from the scanner screen.  I have to use a different printer to make copies.  I do love not having to mess with ink cartridges.,CISS,78,10-04-24 6:17,01-04-24 0:00,Printer Hardware/Printing issues,0.185,pos,0.7438,Positive,Positive,Positive,Positive,Positive
383569721,HP 62 2-pack Black/Tri-color Original Ink Cartridges,FR,8,Web Reviews,French,Amazon FR,4,Supplies - Ink,Minotaur,,HP 62 2-pack Black/Tri-color Original Ink Cartridges,La qualité HP... c'est OK!.,IPH,5,19-04-24 1:00,01-04-24 0:00,Others,0.625,pos,0,Positive,Positive,Neutral,Positive,Positive
375869054,DeskJet 2800e All-in-One Printer series,GB,10,HPS Surveys,English,,,Supplies - Ink,Obelisk,Tassel Yeti,HP DeskJet 2810e All-in-One Printer,Price easy set up does exactly what l want it to plus the ink replacement service,IPH,16,01-04-24 6:54,01-04-24 0:00,Others,0.341666667,pos,0.4939,Positive,Positive,Positive,Positive,Positive
388518045,HP 951 Cyan Original Ink Cartridge,US,8,Web Reviews,English,Amazon US,4,Supplies - Ink,Nesta+,,HP 951 Cyan Original Ink Cartridge,Preference for brand reliability. Price not always most important decision factor.,IIC,11,25-04-24 1:00,01-04-24 0:00,"Cost, Others",0.45,pos,-0.2044,Positive,Positive,Negative,Positive,Positive
383772144,ENVY 6000 All-in-One Printer series,GB,4,HPS Surveys,English,,,Supplies - Ink,Obelisk,Vasari Yeti,HP ENVY 6032e All-in-One Printer,"Well whole process of trying to buy the right printer for my computer, the research and setting up the 2nd one i tried moved me to tears. Literally yesterday i just broke down
I am an intelligent doctor. I have a mac computer which is very whizzy works perfectly well but operating system 10.14 cannot update because i would lose Microsoft office
Cannot download HPsmart+
Eventually did it on my phone but want to be able to print from my computer
Only with help of techy husband does it turn out CAN do so - but all instructions and complicated confusing information implies one could not
THE INSTRUCTIONS DO NOT EXPLAIN THIS - ie that you can set your printer to link via wifi to printer
Anyway, thank god it does but probably would have when i bought the first one
Built in obsolescence is driving me insane and is driven by this
TERRIBLE advice online ie absence of information. The chat bot should have been working but was not
Modern life is becoming miserable thus and i am only 51!! and a very competent doctor! What hope the rest ...??
Anyway - it's working now. I've not signed up to the replenish ink think i don't trust it one bit frankly",IPH,212,28-04-24 2:33,01-04-24 0:00,"Printer Hardware/Printing issues, Instant Ink related, Others, Customer experience & expectation",0.021507937,pos,-0.7375,Positive,Positive,Negative,Neutral,Neutral
377569713,HP DeskJet Ink Advantage 2675 All-in-One Printer,MX,8,HPS Surveys,Spanish (Mexico),,,Supplies - Ink,Dolmen Refresh,Taiji,HP DeskJet Ink Advantage 2675 All-in-One Printer,Because the cartridges are very expensive and do not last,IPH,10,05-04-24 9:23,01-04-24 0:00,Cost,-0.325,pos,0,Negative,Positive,Neutral,Positive,Positive
384374790,HP Smart Tank 6001 All-in-One,US,10,HPS Surveys,English,,,Supplies - Ink,Sayan,Sayan,HP Smart Tank 6001e All-in-One,"I absolutely love this printer. I love that it holds so much ink and not having to deal with ink cartridges. I have printed around 3,000 pages, both black and white and color. The color prints look just like professional photos. As far as I am concerned, this is the best printer in the world. Dana 04/26/2024",CISS,57,26-04-24 21:17,01-04-24 0:00,"Print quality, Cartridge Problem",0.279166667,pos,0.9492,Positive,Positive,Positive,Positive,Positive
384956953,HP DeskJet 2721e All-in-One Printer,ES,8,HPS Surveys,Spanish (Mexico),,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 2721e All-in-One Printer,"And in Spain, receive adequate information, not bother having to look for cartridges, know that before you run out of cartridges you already have the answer at home, etc.",IPH,29,27-04-24 2:07,01-04-24 0:00,Others,0.333333333,pos,0.4471,Positive,Positive,Positive,Positive,Positive
380682206,DeskJet 2700 All-in-One Printer series,US,0,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 2752e All-in-One Printer,"so far. not happy. sat in unopened box for years while we finished up ink from a gifted printer. doesn't seem to recognize black ink cartridge. i believe due to changes in circitery.
waiting for instaink delivery.",IPH,37,16-04-24 5:40,01-04-24 0:00,Others,-0.018333333,pos,-0.5043,Negative,Positive,Negative,Negative,Negative
382717905,HP DeskJet 2723e All-in-One Printer,US,3,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 2723e All-in-One Printer,My HP stopped working and I'm still getting charged for ink and i haven't received anything.,IPH,16,24-04-24 7:48,01-04-24 0:00,"Instant Ink related, Logistic Handling",0,pos,-0.4019,Neutral,Positive,Negative,Negative,Negative
380952722,HP OfficeJet Pro 9025e All-in-One Printer,US,9,HPS Surveys,English,,,Supplies - Ink,Magnus,Manhattan Yeti,HP OfficeJet Pro 9025e All-in-One Printer,"The printer is very versatile with all its features. It has the ink feature which is great and accommodates my printing needs. thus far, there are no faults",IIC,28,19-04-24 12:48,01-04-24 0:00,General satisfied,0.366666667,pos,-0.0516,Positive,Positive,Negative,Positive,Positive
379488345,HP ENVY Inspire 7255e All-in-One Printer,US,1,HPS Surveys,English,,,Supplies - Ink,Centaur,Novelli Yeti,HP ENVY Inspire 7255e All-in-One Printer,"I usually print about 10 pages a month. But when my daughter's cat disappeared, I was printing lost cat fliers and suddenly got a message that I had used my 10 pages. If I wanted to keep printing, I would have to upgrade my monthly subscription. This was like being held hostage for money. I unsubscribed from your service and bought my cartridges through Amazon.  I won't use your service again.",IPH,71,11-04-24 6:25,01-04-24 0:00,"Customer experience & expectation, Instant Ink related",-0.125,neg,0,Negative,Negative,Neutral,Negative,Negative
383245809,HP 951 Yellow Original Ink Cartridge,US,2,Web Reviews,English,Amazon US,1,Supplies - Ink,Nesta+,,HP 951 Yellow Original Ink Cartridge,"Put it in my HP Officejet Pro 8600 printer and got message on the display that there was a problem with the cartridge. Printer was unable to read it. Put old cartridge back in and printer was able to read it indicating that it was out of ink. Two choices - try and get another cartridge or buy a new printer. Given the age of this printer (well over 10 years old), and the fact that it's been discontinued, I opted to buy a new printer.",IIC,86,10-04-24 1:00,01-04-24 0:00,Cartridge Problem,0.067532468,pos,-0.4019,Positive,Positive,Negative,Negative,Negative
380888239,HP 67XL High Yield Tri-color Original Ink Cartridge,US,8,Web Reviews,English,Staples,4,Supplies - Ink,Obelisk,,HP 67XL High Yield Tri-color Original Ink Cartridge,I have used the HP 67 XL cartridges before and have found they are a better value with longer life than the regular cartridges.The cartridge I have in my printer is low but not to the point of replacement so I bought a new one to have on hand when I need it.,IPH,53,11-04-24 8:00,01-04-24 0:00,Others,0.159090909,pos,0.7506,Positive,Positive,Positive,Positive,Positive
378779134,ENVY 6400 All-in-One Printer series,US,10,HPS Surveys,English,,,Supplies - Ink,Obelisk,Vasari Yeti,HP ENVY 6452e All-in-One Printer,I love my new printer for one it gave you the option to have your ink and paper sent to you when it gets low you don't have to worry about ordering it yourself because it will know when you get low. It does get quality work and HP is a great company and stands by their products.,IPH,58,13-04-24 14:55,01-04-24 0:00,"Instant Ink related, Print quality",0.287272727,neg,0.8179,Positive,Negative,Positive,Positive,Positive
376880155,HP ENVY 6052e All-in-One Printer,CA,5,HPS Surveys,English,,,Supplies - Ink,Obelisk,Vasari Yeti,HP ENVY 6052e All-in-One Printer,After replacing ink cartridges I was unable to link to wifi and solve error messages: gave up and bought a new printer,IPH,22,03-04-24 4:29,01-04-24 0:00,Cartridge Problem,-0.181818182,pos,-0.2263,Negative,Positive,Negative,Neutral,Negative
383275577,HP DeskJet 2752e All-in-One Printer,US,1,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 2752e All-in-One Printer,Your subscription program is what ruined it for me. I either have to pay a bunch f money for cartridges I have already paid for or I have to go buy new ones from the store. Making it VERY INCONVENIENT to use. Plus your subscription customer service is crap,IPH,49,28-04-24 9:39,01-04-24 0:00,"Customer experience & expectation, Instant Ink related",-0.481212121,neg,-0.8823,Negative,Negative,Negative,Negative,Negative
374216135,HP ENVY 6455e All-in-One Printer,US,4,HPS Surveys,English,,,Supplies - Ink,Obelisk,Vasari Yeti,HP ENVY 6455e All-in-One Printer,"The software is a pain in the neck. It still tells me me printer is offline, even though it prints what i send it. Set-up was  also a pain.
     I am also not fonf of the ink program.  I have only needed to replace cartridges once.",IPH,46,01-04-24 6:19,01-04-24 0:00,Others,0,pos,-0.7964,Neutral,Positive,Negative,Neutral,Negative
382085942,HP OfficeJet Pro 6978 All-in-One Printer,US,10,HPS Surveys,English,,,Supplies - Ink,Makeda,Muscatel,HP OfficeJet Pro 6978 All-in-One Printer,"This is my 3rd HP Office Jet Pro 6978. They last a good number of years, and the print quality is excellent. This most recent one has been waiting for about 2 years in the wings for its predecessor to die. Last week, the printhead finally expired after THOUSANDS of printings.",IIC,51,22-04-24 11:52,01-04-24 0:00,Customer experience & expectation,0.275,pos,0.4588,Positive,Positive,Positive,Positive,Positive
376532225,HP Smart Tank 516 Wireless All-in-One,SA,3,HPS Surveys,English,,,Supplies - Ink,Poseidon,Poseidon,HP Smart Tank 516 Wireless All-in-One,"Print quality isnt that crisp as it is on printers like canon , photo print is very bad. 
Hp smart app though outlook is very smart, but at basic functions it lacks behind .
When app redirects me to buy ink , it doesnt directly take me to the page where i can buy the specific ink , instead it takes me to general page .",CISS,66,02-04-24 9:47,01-04-24 0:00,Print quality,-0.046349206,pos,0.322,Negative,Positive,Positive,Negative,Negative
378471297,HP Smart Tank 5101 All-in-One Printer,US,10,HPS Surveys,English,,,Supplies - Ink,Pluto Plus,Lebi,HP Smart Tank 5101 All-in-One,Price was very good and having the ink supply included was a real plus.  Installation was fairly straightforward.  Print quality is good and more that meets my needs.,CISS,28,07-04-24 10:30,01-04-24 0:00,"General satisfied, Cost, Print quality",0.537,pos,0.7496,Positive,Positive,Positive,Positive,Positive
380102393,HP Smart Tank 580 All-in-One Printer,CL,0,HPS Surveys,Spanish (Mexico),,,Supplies - Ink,Pluto Plus,Lebi,HP Smart Tank 590 All-in-One,"I bought the printer new on March 19, the color head cartridge was bad and I had to request a new one under HP warranty without being able to use it for approx. 3 weeks.

 After installing the new cartridge and printing well, the paper jams frequently, it is slow to print, it disconnects from the WiFi network at times and does not allow printing and when opening the cover to change the color or black cartridge the carriage does not It moves and I can't access to take them out.

 For the value I paid I expected a better experience and not so many problems for a new printer.

 With so many problems I prefer to change the printer.",CISS,120,12-04-24 12:27,01-04-24 0:00,"Printer Hardware/Printing issues, Print quality",0.106565657,pos,0.7321,Positive,Positive,Positive,Negative,Negative
385191417,HP Smart Tank 581 All-in-One Printer,BR,10,HPS Surveys,Portuguese (Brazil),,,Supplies - Ink,Pluto Plus,Lebi,HP Smart Tank 581 All-in-One Printer,"Easy installation and configuration, refilling ink is also very simple, good print quality, and a panel with buttons that make operation easier.",CISS,22,29-04-24 17:10,01-04-24 0:00,"Print quality, General satisfied, Instant Ink related, Customer experience & expectation",0.377777778,pos,0.835,Positive,Positive,Positive,Positive,Positive
380807358,DeskJet 2700 All-in-One Printer series,GB,7,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 2710e All-in-One Printer,Very easy to set up with the HP instructions was simple it's done now waiting on first delivery of ink 😀,IPH,21,16-04-24 0:31,01-04-24 0:00,"Instant Ink related, Logistic Handling",0.271111111,pos,0.4927,Positive,Positive,Positive,Positive,Positive
385180470,HP 302 2-pack Black/Tri-color Original Ink Cartridges,DE,10,Web Reviews,German,Amazon DE,5,Supplies - Ink,Dolmen Refresh,,HP 302 2-pack Black/Tri-color Original Ink Cartridges,"Kam prompt,funktioniert gut",IPH,3,19-04-24 1:00,01-04-24 0:00,Others,0,pos,0,Neutral,Positive,Neutral,Positive,Positive
380312709,HP ENVY Inspire 7255e All-in-One Printer,US,9,HPS Surveys,English,,,Supplies - Ink,Centaur,Novelli Yeti,HP ENVY Inspire 7255e All-in-One Printer,"It has all the usual reliability and functionality I expect from Hp, but it comes with all the usual ""engineer speak"" regarding updates and troubleshooting that I have unfortunately come to expect from Hp. It would have been far better to have been told BEFORE I got the machine NOT to buy ink because I am using your ink service.",IPH,60,15-04-24 11:28,01-04-24 0:00,Customer experience & expectation,-0.08,neg,0.4215,Negative,Negative,Positive,Positive,Positive
382401957,HP DeskJet 2732 All-in-One Printer,US,9,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola,HP DeskJet 2732 All-in-One Printer,I like HP printers and instant ink now leave me alone,IPH,11,20-04-24 7:10,01-04-24 0:00,Others,0,pos,0.0772,Neutral,Positive,Positive,Positive,Positive
381074982,HP 65 2-pack Black/Tri-color Original Ink Cartridges,US,6,Web Reviews,English,Office Depot,3,Supplies - Ink,Dolmen Refresh,,HP 65 2-pack Black/Tri-color Original Ink Cartridges,I printed some documents once I got it but didn’t use for a few weeks and noticed that it seemed to either dry out or skip print my next document. A little bit more affordable but still wished I could have gotten more use for my money.,IPH,47,12-04-24 2:42,01-04-24 0:00,Customer experience & expectation,0.090972222,neg,0,Positive,Negative,Neutral,Neutral,Negative
383612428,HP OfficeJet Pro 9018e All-in-One Printer,US,10,HPS Surveys,English,,,Supplies - Ink,Magnus,Manhattan Yeti,HP OfficeJet Pro 9018e All-in-One Printer,"The printer is excellent. 

However the free Instant 6 months program is a scam. 
I called and talked to a Rep of this group who informed me any free ink I received would not work in my printer if I didn’t continue paying a monthly fee. All shipments would ( which I had only one would not work. 
Is this a standard of HP. This is a STAIN on your Credibility.",IIC,71,29-04-24 14:59,01-04-24 0:00,"Customer experience & expectation, Instant Ink related, Logistic Handling",0.3,pos,0.765,Positive,Positive,Positive,Positive,Positive
378913278,HP OfficeJet Pro 9014e All-in-One Printer,AT,10,HPS Surveys,German,,,Supplies - Ink,Magnus,Manhattan Yeti,HP OfficeJet Pro 9014e All-in-One Printer,A smooth transaction and a forward-looking delivery of the printer cartridges - I am delighted and can only recommend it! An extremely satisfied customer!,IIC,24,14-04-24 13:27,01-04-24 0:00,Logistic Handling,0.43125,pos,0.8583,Positive,Positive,Positive,Positive,Positive
381770873,HP DeskJet 2710 All-in-One Printer,ZA,2,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola,HP DeskJet 2710 All-in-One Printer,I used sample cartridges to setup ink but the colour was fleshing and I bought 2 new cartridges it still does the same thing. I'm not able to let my daughter use it cause it's not responding.,IPH,37,19-04-24 0:33,01-04-24 0:00,Others,-0.037878788,pos,0,Negative,Positive,Neutral,Negative,Positive
377190306,HP ENVY 6458e All-in-One Printer,US,0,HPS Surveys,English,,,Supplies - Ink,Obelisk,Vasari Yeti,HP ENVY 6458e All-in-One Printer,"The printer stopped working fairly quickly, ink doesn’t transfer to the document so you receive a blank piece of paper. You have to use the app to scan a document. Printing and scanning are fairly simple tasks, this machine is a complicated piece of junk. After my experience with an HP laptop, I decided no more HP products for me. My husband purchased the printer despite my protest. This printer was my 2nd and last HP product mistake.",IPH,78,04-04-24 4:12,01-04-24 0:00,Printer Hardware/Printing issues,-0.05952381,pos,-0.5803,Negative,Positive,Negative,Negative,Negative
381235836,HP DeskJet 2734e All-in-One Printer,US,3,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 2734e All-in-One Printer,It is very difficult to use it. I have to restart it every time I want to use it. I ordered the ink but I have never received meanwhile I paid for it.,IPH,33,20-04-24 3:17,01-04-24 0:00,Logistic Handling,-0.65,pos,-0.1893,Negative,Positive,Negative,Negative,Negative
383936625,HP DeskJet 2710 All-in-One Printer,ZA,5,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola,HP DeskJet 2710 All-in-One Printer,Very good printer but the cartridge cost vs printing cost per page are very high,IPH,15,25-04-24 11:36,01-04-24 0:00,Cost,0.559,neg,0.2724,Positive,Negative,Positive,Neutral,Positive
378601370,HP DeskJet 4155e All-in-One Printer,US,5,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 4155e All-in-One Printer,It has trouble printing clearly even when ink cartridges are full,IPH,11,11-04-24 13:29,01-04-24 0:00,Customer experience & expectation,0.083333333,pos,0,Positive,Positive,Neutral,Neutral,Positive
381186401,HP OfficeJet Pro 9018e All-in-One Printer,US,7,HPS Surveys,English,,,Supplies - Ink,Magnus,Manhattan Yeti,HP OfficeJet Pro 9018e All-in-One Printer,Have too many issues with it printing. Does not always stay connected to WiFi. Cost to buy replacement cartridges are outrageous.,IIC,21,20-04-24 17:36,01-04-24 0:00,Others,-0.25,pos,-0.4588,Negative,Positive,Negative,Positive,Positive
381148033,HP Smart Tank 6001 All-in-One,US,10,HPS Surveys,English,,,Supplies - Ink,Sayan,Sayan,HP Smart Tank 6001e All-in-One,Easy set up and easy use. I like the ink tanks also,CISS,12,17-04-24 10:45,01-04-24 0:00,"Instant Ink related, General satisfied, Customer experience & expectation",0.433333333,pos,0.8074,Positive,Positive,Positive,Positive,Positive
377491141,HP 65XL Tri-color Original Ink Cartridge,US,8,Web Reviews,English,Walmart,4,Supplies - Ink,Dolmen Refresh,,HP 65XL Tri-color Original Ink Cartridge,"Like the HP quality, just expensive for a discontinued printer.",IPH,10,13-04-24 1:00,01-04-24 0:00,Cost,-0.5,neg,0.3612,Negative,Negative,Positive,Positive,Positive
375228069,DeskJet 2800e All-in-One Printer series,FR,1,HPS Surveys,French (France),,,Supplies - Ink,Obelisk,Tassel Yeti,HP DeskJet 2821e All-in-One Printer,"The printer did not work, upon switching it on and inserting the supplied cartridges it did not recognize them (error message). The troubleshooting by telephone confirmed the fault, I went to a model from another brand",IPH,36,04-04-24 11:49,01-04-24 0:00,Cartridge Problem,0.4,pos,-0.25,Positive,Positive,Negative,Negative,Negative
378903084,HP OfficeJet Pro 9015e All-in-One Printer,US,0,HPS Surveys,English,,,Supplies - Ink,Magnus,Manhattan Yeti,HP OfficeJet Pro 9015e All-in-One Printer,new ink purchased is resulting in error message from printer,IIC,10,09-04-24 5:57,01-04-24 0:00,Others,0.136363636,pos,-0.4019,Positive,Positive,Negative,Negative,Negative
380081794,DeskJet 2700 All-in-One Printer series,CA,3,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 2755e All-in-One Printer,"You claimed you were sending a ""HP Welcome Package"" on April 9,2024. As of Saturday April 20,2024, I have not received your ""Welcome Package"" or any ink so it very difficult to recommend a printer that I have no ink to use as part of ""your"" promotion package.",IPH,48,20-04-24 4:13,01-04-24 0:00,Others,0.316666667,pos,0.5434,Positive,Positive,Positive,Negative,Negative
385739051,HP Ink Tank Wireless 416,BR,10,HPS Surveys,Portuguese (Brazil),,,Supplies - Ink,Kronos Refresh,Kronos Refresh,HP Ink Tank Wireless 416,This product is excellent. I've had it for 5 years and I haven't even refilled the ink yet. It printed with excellent clarity and I haven't had any problems with it. I highly recommend it.,CISS,35,30-04-24 9:46,01-04-24 0:00,Others,0.72,pos,0.9343,Positive,Positive,Positive,Positive,Positive
378428775,HP 61XL 2-pack High Yield Black/Tri-color Original Ink Cartridges,US,10,Web Reviews,English,Amazon US,5,Supplies - Ink,Pyramid Refresh,,HP 61XL 2-pack High Yield Black/Tri-color Original Ink Cartridges,These worked well in the printer got me back to work right away,IPH,13,01-04-24 1:00,01-04-24 0:00,Others,0.142857143,pos,0.2732,Positive,Positive,Positive,Positive,Positive
379505175,HP DeskJet 2755e All-in-One Printer,US,5,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 2755e All-in-One Printer,"I use the printer very little--not just this one, any printer. I don't have occasion to. I enrolled in your printer ink program and not long ago I tried to print, couldn't and with the help of one of your agents found the ink supply had dried up. I replaced the cartridges at her instruction and it was able to print. I returned the dried up ink in the supplied envelope and have yet to receive replacements. I will be dropping that service which continues to cost a modest amount every month. But even that modest monthly fee adds up to be more than the ink is worth.",IPH,108,11-04-24 11:39,01-04-24 0:00,"Customer experience & expectation, Instant Ink related",0.147222222,pos,0.4939,Positive,Positive,Positive,Neutral,Neutral
377605204,HP OfficeJet Pro 8025e All-in-One Printer,US,9,HPS Surveys,English,,,Supplies - Ink,Cedella ,Malbec Yeti,HP OfficeJet Pro 8025e All-in-One Printer,I have been receiving my ink with a missing pieces,IIC,10,05-04-24 5:22,01-04-24 0:00,Others,-0.2,pos,-0.296,Negative,Positive,Negative,Positive,Positive
384211081,HP 65 Black Original Ink Cartridge,US,2,Web Reviews,English,Amazon US,1,Supplies - Ink,Dolmen Refresh,,HP 65 Black Original Ink Cartridge,I bought this cartridge. Printed a 35 page stove manual at the lower quality print settings. It is empty already.,IPH,20,14-04-24 1:00,01-04-24 0:00,"Customer experience & expectation, Print quality",-0.1,neg,-0.4588,Negative,Negative,Negative,Negative,Negative
